0;0.00188761
1;0.013023
2;0.0189108
3;0.0396661
4;0.0204557
5;0.0154377
6;0.000567162
7;0.0224823
8;0.00222153
9;0.00668732
10;0.0248225
11;0.00255543
12;0.00866924
13;0.00208796
14;0.00934111
15;0.00112993
16;0.0114912
17;0.000941656
18;0.0151838
19;0.0338353
20;0.00226194
21;0.00849454
22;0.00323664
23;0.0107684
24;0.0017715
25;0.000606537
26;0.0157737
27;0.00296284
28;0.0299772
29;0.00154159
30;0.0131212
31;0.00705618
32;0
33;0.0108487
34;0.00535214
35;0
36;0.0141283
37;0.0126214
38;0.0208021
39;0.046074
40;0.00166203
41;0.00137748
42;0.00272078
43;0.0137144
44;0.00279305
45;0.0106382
46;0.00268918
47;0.0196474
48;0.00281381
49;0.00259484
50;0.00047737
51;0.00145838
52;0.0188233
53;0.0372274
54;0.00106092
55;0.00171456
56;0.0144436
57;0.00222481
58;0.00279305
59;0.0208403
60;0.0149567
61;0.000560606
62;0.0143458
63;0.000507425
64;0.00979927
65;0
66;0.0133466
67;0.000863843
68;0.00653492
69;0
70;0.0136253
71;0.00170356
72;0.000635032
73;0.00288605
74;0.0140668
75;0.0218267
76;0.00472138
77;0.0305026
78;0.00243834
79;0.0146533
80;0.00108282
81;0.0326273
82;0.00248535
83;0
84;0.0123755
85;0.00141893
86;0.00415834
87;0.00138613
88;0.0167315
89;0.00254883
90;0.0330133
91;0.000941583
92;0.00596935
93;0.0026946
94;0.00781967
95;0.000398527
96;0.024247
97;0.00177151
98;0.0159883
99;0.000724814
100;0.00780246
101;0.00541095
102;0.0334439
103;0.00154157
104;0.0149247
105;0.00141027
106;0.0031797
107;0.0145039
108;0.000562751
109;0.0119931
110;0.0198728
111;0.00216791
112;0.00145522
113;0
114;0.0258629
115;0.00251776
116;0.00101734
117;0.0195463
118;0.00205835
119;0.00605479
120;0.001027
121;0.0128276
122;0.00252371
123;0.0291942
124;0.00147257
125;0.00636115
126;0.0118708
127;0.0014299
128;0.00351888
129;0.00788834
130;0
131;0.024414
132;0.00116062
133;0.0223962
134;0.00952074
135;0
136;0.0125165
137;0.0115069
138;0.00292345
139;0.0195791
140;0.0140545
141;0.00107294
142;0.00877621
143;0.000560558
144;0.0241792
145;0.0020277
146;0.0131279
147;0.00254997
148;0.00146837
149;0
150;0.0255273
